Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,R9280ATDFD,XFX,XFX R9 280 3GB Double Dissipation,144,32,42793,https://gpu.userbenchmark.com/AMD-R9-280/Rating/2241
GPU,R9280ATDBD,XFX,XFX R9 280 3GB Double Dissipation Black,144,32,42793,https://gpu.userbenchmark.com/AMD-R9-280/Rating/2241
GPU,,Nvidia,Quadro K5200,145,32,1611,https://gpu.userbenchmark.com/SpeedTest/20811/NVIDIA-Quadro-K5200
GPU,,Nvidia,GTX 970M,146,31.8,25299,https://gpu.userbenchmark.com/SpeedTest/17319/NVIDIA-GeForce-GTX-970M
GPU,,Nvidia,Quadro M4000,147,31.6,8869,https://gpu.userbenchmark.com/SpeedTest/37687/NVIDIA-Quadro-M4000
GPU,,Nvidia,GTX 1050-Ti,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,04G-P4-6253-KR,EVGA,EVGA GTX 1050 Ti 4GB SC Single Fan,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,04G-P4-6251-KR,EVGA,EVGA GTX 1050 Ti 4GB Gaming Single Fan,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,04G-P4-6255-KR,EVGA,EVGA GTX 1050 Ti 4GB SSC GAMING ACX 3.0,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,GTX 1050 TI 4G OC,MSI,MSI GTX 1050 Ti 4GB OC,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,GTX 1050 TI 4GT OC,MSI,MSI GTX 1050 Ti 4GB OC Twin,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,GV-N105TOC-4GD,Gigabyte,Gigabyte GTX 1050 Ti 4GB OC,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,ZT-P10510A-10L,Zotac,Zotac GTX 1050 Ti 4GB Mini,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,ZT-P10510B-10L,Zotac,Zotac GTX 1050 Ti 4GB Twin,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU, GV-N105TWF2OC-4GD,Gigabyte,Gigabyte GTX 1050 Ti 4GB Twin,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,GeForce GTX 1050 TI GAMING X 4G,MSI,MSI GTX 1050 Ti 4GB GAMING X,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,EX-GTX1050TI-4G,Asus,Asus GTX 1050 Ti 4GB Expedition,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,STRIX-GTX1050TI-O4G-GAMING,Asus,Asus GTX 1050 Ti 4GB ROG STRIX,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,04G-P4-6258-KR,EVGA,EVGA GTX 1050 Ti 4GB FTW GAMING ACX 3.0,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,GV-N105TD5-4GD,Gigabyte,Gigabyte GTX 1050 Ti 4GB 1430 MHz,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,GV-N105TG1GAMING-4GD,Gigabyte,Gigabyte GTX 1050 Ti 4GB G1 GAMING,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,VCGGTX1050T4PB,PNY,PNY GTX 1050 Ti 4GB Single,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,Cerberus-GTX1050Ti-O4G,Asus,Asus GTX 1050 Ti 4GB Cerberus OC,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,GV-N105TOC-4GL,Gigabyte,Gigabyte GTX 1050 Ti 4GB OC Low Profile,148,30.9,1036829,https://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649
GPU,,AMD,HD 7950,149,30.8,35121,https://gpu.userbenchmark.com/AMD-HD-7950/Rating/2160
GPU,,Nvidia,GTX 1050-Ti (Mobile),150,30.7,113256,https://gpu.userbenchmark.com/SpeedTest/223242/NVIDIA-GeForce-GTX-1050-Ti
GPU,,Nvidia,GTX 670,151,29.2,51475,https://gpu.userbenchmark.com/Nvidia-GTX-670/Rating/2181
GPU,,Nvidia,GTX 880M,152,28.3,2248,https://gpu.userbenchmark.com/SpeedTest/8540/NVIDIA-GeForce-GTX-880M
GPU,,Nvidia,GTX 760,153,27.8,158023,https://gpu.userbenchmark.com/Nvidia-GTX-760/Rating/2159
GPU,,Nvidia,GTX 660-Ti,154,27.7,42078,https://gpu.userbenchmark.com/Nvidia-GTX-660-Ti/Rating/2183
GPU,,AMD,R9 270X,155,27.5,78439,https://gpu.userbenchmark.com/AMD-R9-270X/Rating/2188
GPU,11217-01-20G,Sapphire,Sapphire R9 270X 2GB Dual-X Boost OC,155,27.5,78439,https://gpu.userbenchmark.com/AMD-R9-270X/Rating/2188
GPU,11217-04-20G,Sapphire,Sapphire R9 270X 4GB Dual-X Boost OC,155,27.5,78439,https://gpu.userbenchmark.com/AMD-R9-270X/Rating/2188
GPU,GV-R927XOC-2GD,Gigabyte,Gigabyte R9 270X 2GB WINDFORCE,155,27.5,78439,https://gpu.userbenchmark.com/AMD-R9-270X/Rating/2188
GPU,GV-R927XOC-4GD,Gigabyte,Gigabyte R9 270X 4GB WINDFORCE,155,27.5,78439,https://gpu.userbenchmark.com/AMD-R9-270X/Rating/2188
GPU,R9270X-DC2T-2GD5,Asus,Asus R9 270X 2GB DirectCU II,155,27.5,78439,https://gpu.userbenchmark.com/AMD-R9-270X/Rating/2188
GPU,,Nvidia,GTX 760 Ti OEM,156,27.2,1814,https://gpu.userbenchmark.com/SpeedTest/10856/NVIDIA-GeForce-GTX-760-Ti-OEM
GPU,,Nvidia,GTX 1050,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,ZT-P10500A-10L,Zotac,Zotac GTX 1050 2GB Mini,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,GTX 1050 2G OC,MSI,MSI GTX 1050 2GB OC,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,GTX 1050 2GT OC,MSI,MSI GTX 1050 2GB TWIN OC,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,GTX 1050 GAMING X 2G,MSI,MSI GTX 1050 2GB GAMING X,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,GV-N1050OC-2GD,Gigabyte,Gigabyte GTX 1050 2GB OC,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,02G-P4-6152-KR,EVGA,EVGA GTX 1050 2GB SC GAMING,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,GV-N1050D5-2GD,Gigabyte,Gigabyte GTX 1050 2GB OC Single,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,GV-N1050WF2OC-2GD,Gigabyte,Gigabyte GTX 1050 2GB Windforce,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,EX-GTX1050-2G,Asus,Asus GTX 1050 2GB Expedition,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,02G-P4-6154-KR,EVGA,EVGA GTX 1050 2GB SSC GAMING,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,VCGGTX10502PB,PNY,PNY GTX 1050 2GB,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,02G-P4-6150-KR,EVGA,EVGA GTX 1050 2GB GAMING,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,PH-GTX1050-2G,Asus,Asus GTX 1050 2GB Phoenix,157,27,254118,https://gpu.userbenchmark.com/Nvidia-GTX-1050/Rating/3650
GPU,,AMD,HD 7870,158,26.6,41044,https://gpu.userbenchmark.com/AMD-HD-7870/Rating/2161
GPU,,Nvidia,GTX 1630,159,26.4,102,https://gpu.userbenchmark.com/SpeedTest/1882491/NVIDIA-GeForce-GTX-1630
GPU,,Nvidia,GTX 1050-Ti (Mobile Max-Q),160,26.4,10799,https://gpu.userbenchmark.com/SpeedTest/419871/NVIDIA-GeForce-GTX-1050-Ti-with-Max-Q-Design
GPU,,Nvidia,GTX 950,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,ZT-90601-10L,Zotac,Zotac GTX 950 2GB,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,ZT-90602-10M,Zotac,Zotac GTX 950 2GB OC,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,ZT-90603-10M,Zotac,Zotac GTX 950 2GB AMP!,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,02G-P4-2951-KR,EVGA,EVGA GTX 950 2GB SC,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,02G-P4-2958-KR,EVGA,EVGA GeForce GTX 950 2GB ACX 2.0,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,02G-P4-2957-KR,EVGA,EVGA GTX 950 2GB SSC ACX,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,STRIX-GTX950-DC2OC-2GD5-GAMING,Asus,Asus GTX 950 2GB STRIX GAMING,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,GV-N950WF2OC-2GD,Gigabyte,Gigabyte GTX 950 2GB Windforce,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,GTX 950 GAMING 2G,MSI,MSI GTX 950 2GB GAMING,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,GTX 950 2GD5 OC,MSI,MSI GTX 950 2GB OC,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,GV-N950XTREME-2GD,Gigabyte,Gigabyte GTX 950 2GB XTREME,161,26,119522,https://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510
GPU,,AMD,Radeon RX Vega M GL,162,25.1,1514,https://gpu.userbenchmark.com/SpeedTest/453719/Radeon-RX-Vega-M-GL-Graphics
GPU,,Nvidia,GTX 1050 (Mobile),163,24.9,165406,https://gpu.userbenchmark.com/SpeedTest/211022/NVIDIA-GeForce-GTX-1050
GPU,,Nvidia,GTX 780M,164,24.9,3942,https://gpu.userbenchmark.com/SpeedTest/7760/NVIDIA-GeForce-GTX-780M
GPU,,Nvidia,Quadro P1000,165,24.6,7154,https://gpu.userbenchmark.com/SpeedTest/271840/NVIDIA-Quadro-P1000
GPU,,Nvidia,GeForce GTX 590 (SLI Disabled),166,24.4,1221,https://gpu.userbenchmark.com/SpeedTest/8041/NVIDIA-GeForce-GTX-590
GPU,,AMD,R9 270,167,24.4,48522,https://gpu.userbenchmark.com/AMD-R9-270/Rating/3149
GPU,R9270-DC2OC-2GD5,Asus,ASUS R9 270 2GB Direct CU II OC,167,24.4,48522,https://gpu.userbenchmark.com/AMD-R9-270/Rating/3149
GPU,11220-00-20G,Sapphire,Sapphire R9 270 2GB Dual-X Boost OC,167,24.4,48522,https://gpu.userbenchmark.com/AMD-R9-270/Rating/3149
GPU,GV-R927OC-2GD,Gigabyte,Gigabyte R9 270 2GB OC,167,24.4,48522,https://gpu.userbenchmark.com/AMD-R9-270/Rating/3149
GPU,,Nvidia,GTX 965M,168,23.8,3836,https://gpu.userbenchmark.com/SpeedTest/24481/NVIDIA-GeForce-GTX-965M
GPU,,Nvidia,GTX 870M,169,23.6,3072,https://gpu.userbenchmark.com/SpeedTest/10421/NVIDIA-GeForce-GTX-870M
GPU,,AMD,FirePro W7000,170,22.9,72,https://gpu.userbenchmark.com/AMD-FirePro-W7000/Rating/2842
GPU,,Parallels,Display Adapter (WDDM),171,22.7,1991,https://gpu.userbenchmark.com/SpeedTest/7878/Parallels-Display-Adapter-WDDM
GPU,,AMD,RX 560,172,22.6,54540,https://gpu.userbenchmark.com/AMD-RX-560/Rating/3926
GPU,RX 560 AERO ITX 4G OC,MSI,MSI RX 560 4GB Aero ITX,172,22.6,54540,https://gpu.userbenchmark.com/AMD-RX-560/Rating/3926
GPU,,Nvidia,GTX 680MX,173,22.5,274,https://gpu.userbenchmark.com/SpeedTest/8956/NVIDIA-GeForce-GTX-680MX
GPU,,Nvidia,Quadro K5100M,174,22.3,625,https://gpu.userbenchmark.com/SpeedTest/11274/NVIDIA-Quadro-K5100M
GPU,,Nvidia,Quadro K5000,175,22.1,3576,https://gpu.userbenchmark.com/SpeedTest/9098/NVIDIA-Quadro-K5000
GPU,,Nvidia,Quadro K4200,176,21.9,7021,https://gpu.userbenchmark.com/Nvidia-Quadro-K4200/Rating/2838
GPU,,Nvidia,GTX 775M,177,21.9,469,https://gpu.userbenchmark.com/SpeedTest/13797/NVIDIA-GeForce-GTX-775M
GPU,,Nvidia,Quadro M2000,178,21.6,5564,https://gpu.userbenchmark.com/SpeedTest/135005/NVIDIA-Quadro-M2000
GPU,,Nvidia,GTX 580,179,21.5,15137,https://gpu.userbenchmark.com/Nvidia-GTX-580/Rating/3150
GPU,,Nvidia,GTX 660,180,21.1,123681,https://gpu.userbenchmark.com/Nvidia-GTX-660/Rating/2162
GPU,,AMD,R9 M290X,181,21,1451,https://gpu.userbenchmark.com/SpeedTest/11722/AMD-Radeon-R9-M290X
GPU,,Nvidia,GTX 760 (192-bit),182,20.9,10718,https://gpu.userbenchmark.com/SpeedTest/11047/NVIDIA-GeForce-GTX-760-192-bit
GPU,,AMD,R7 370,183,20.9,37684,https://gpu.userbenchmark.com/AMD-R7-370/Rating/3571
GPU,R7 370 GAMING 4G,MSI,MSI R7 370 4GB Gaming,183,20.9,37684,https://gpu.userbenchmark.com/AMD-R7-370/Rating/3571
GPU,R7 370 GAMING 2G,MSI,MSI R7 370 2GB Gaming,183,20.9,37684,https://gpu.userbenchmark.com/AMD-R7-370/Rating/3571
GPU,GV-R737WF2OC-2GD,Gigabyte,Gigabyte AMD R7 370 2GB,183,20.9,37684,https://gpu.userbenchmark.com/AMD-R7-370/Rating/3571
GPU,11240-06-20G,Sapphire,Sapphire R7 370 2GB Dual-X OC ,183,20.9,37684,https://gpu.userbenchmark.com/AMD-R7-370/Rating/3571
GPU,11240-04-20G,Sapphire,Sapphire R7 370 4GB NITRO Dual-X OC,183,20.9,37684,https://gpu.userbenchmark.com/AMD-R7-370/Rating/3571
GPU,STRIX-R7370-DC2OC-2GD5-GAMING,Asus,ASUS R7 370 2GB STRIX OC,183,20.9,37684,https://gpu.userbenchmark.com/AMD-R7-370/Rating/3571
GPU,STRIX-R7370-DC2OC-4GD5-GAMING,Asus,ASUS R7 370 4GB STRIX OC,183,20.9,37684,https://gpu.userbenchmark.com/AMD-R7-370/Rating/3571
GPU,R7-370P-2SF5,XFX,XFX R7 370 2GB 2SF5,183,20.9,37684,https://gpu.userbenchmark.com/AMD-R7-370/Rating/3571
GPU,,AMD,HD 6970,184,20.7,9260,https://gpu.userbenchmark.com/SpeedTest/7712/AMD-Radeon-HD-6900
GPU,,AMD,Radeon HD 7970M,185,20.6,945,https://gpu.userbenchmark.com/SpeedTest/9441/AMD-Radeon-HD-7970M
GPU,,AMD,HD 6990 (Crossfire Disabled),186,20.5,1179,https://gpu.userbenchmark.com/SpeedTest/7713/AMD-Radeon-HD-6900
GPU,,Microsoft,RemoteFX Graphics Device - WDDM,187,20.3,123,https://gpu.userbenchmark.com/SpeedTest/13438/Microsoft-RemoteFX-Graphics-Device---WDDM
GPU,,AMD,RX 460,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,GV-RX460WF2OC-4GD,Gigabyte,Gigabyte RX 460 4GB Windforce OC,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU, GV-RX460WF2OC-2GD,Gigabyte,Gigabyte RX 460 2GB Windforce OC,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,STRIX-RX460-O4G-GAMING,Asus,Asus RX 460 4GB ROG STRIX OC,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,GV-RX460WF2OC-2GD,Gigabyte,Gigabyte RX 460 2GB Windforce OC,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,AXRX 460 2GBD5-DH/OC,PowerColor,PowerColor RX 460 2GB Red Dragon,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,11257-02-20G,Sapphire,Sapphire RX 460 4GB Nitro,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,100409-2GOCL,Sapphire,Sapphire RX 460 2GB 1210 MHz,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,11257-00-20G,Sapphire,Sapphire RX 460 2GB 1090 MHz,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,RX-460P4DFG5,XFX,XFX RX 460 2GB,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,RX-460P2SFG5,XFX,XFX RX 460 2GB,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,RX-460P4SFG5,XFX,XFX RX 460 4GB SF,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,GV-RX460WF2OC-4GD,Gigabyte,Gigabyte RX 460 4GB Windforce 2x,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,DUAL-RX460-O2G,Asus,Asus RX 460 2GB Dual Fan OC,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,Radeon RX 460 2G OC,MSI,MSI RX 460 2GB 2G OC,188,20.1,63867,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,,AMD,HD 7790,189,20,8709,https://gpu.userbenchmark.com/SpeedTest/8622/AMD-Radeon-HD-7700
GPU,,AMD,Radeon RX 560-B,190,19.9,51851,https://gpu.userbenchmark.com/SpeedTest/330029/Radeon-RX-560
GPU,,AMD,R9 M290,191,19.9,89,https://gpu.userbenchmark.com/SpeedTest/31120/AMD-RADEON-R9-M290
GPU,,AMD,R7 260X,192,19.8,35850,https://gpu.userbenchmark.com/AMD-R7-260X/Rating/3151
GPU,11222-22-20G,Sapphire,SAPPHIRE R7 260X 2GB OC 2x DVI,192,19.8,35850,https://gpu.userbenchmark.com/AMD-R7-260X/Rating/3151
GPU,11222-06-20G,Sapphire,SAPPHIRE R7 260X 2GB OC,192,19.8,35850,https://gpu.userbenchmark.com/AMD-R7-260X/Rating/3151
GPU,R7260XCNF4,XFX,XFX 260X 2GB,192,19.8,35850,https://gpu.userbenchmark.com/AMD-R7-260X/Rating/3151
GPU,R7 260X 2GD5 OC,MSI,MSI R7 260X 2GB OC,192,19.8,35850,https://gpu.userbenchmark.com/AMD-R7-260X/Rating/3151
GPU,,AMD,R7 265,193,19.7,9117,https://gpu.userbenchmark.com/AMD-R7-265/Rating/3296
GPU,11232-00-20G,Sapphire,Sapphire R7 265 2GB Dual-X ,193,19.7,9117,https://gpu.userbenchmark.com/AMD-R7-265/Rating/3296
GPU,R7 265 2GD5 OC,MSI,MSI R7 265 2GB OC,193,19.7,9117,https://gpu.userbenchmark.com/AMD-R7-265/Rating/3296
GPU,,Nvidia,GTX 680M,194,19.4,1304,https://gpu.userbenchmark.com/SpeedTest/8687/NVIDIA-GeForce-GTX-680M
GPU,,AMD,HD 5870,195,19.4,10554,https://gpu.userbenchmark.com/SpeedTest/7681/AMD-Radeon-HD-5800
GPU,,Nvidia,GeForce MX350,196,19.2,2441,https://gpu.userbenchmark.com/SpeedTest/1069350/NVIDIA-GeForce-MX350
GPU,,AMD,HD 6950,197,19.2,23478,https://gpu.userbenchmark.com/AMD-HD-6950/Rating/3152
GPU,,Nvidia,GTX 570,198,19.1,21326,https://gpu.userbenchmark.com/Nvidia-GTX-570/Rating/3156
GPU,,AMD,HD 7850,199,19,51352,https://gpu.userbenchmark.com/AMD-HD-7850/Rating/2182
GPU,,Nvidia,GTX 480,200,18.7,3923,https://gpu.userbenchmark.com/Nvidia-GTX-480/Rating/3157
GPU,,Vmware,SVGA 3D,201,18.4,9594,https://gpu.userbenchmark.com/SpeedTest/7772/VMware-SVGA-3D
GPU,,Nvidia,GTX 750-Ti,202,18.2,293396,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,02G-P4-3753-KR,EVGA,EVGA GTX 750 Ti 2GB SC,202,18.2,293396,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,GTX750TI-OC-2GD5,Asus,ASUS GTX 750 Ti 2GB OC,202,18.2,293396,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,N750TI-2GD5TLP,MSI,MSI GTX 750 Ti 2GB,202,18.2,293396,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,N750TI TF 2GD5/OC,MSI,MSI GTX 750 Ti 2GB Gaming,202,18.2,293396,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,02G-P4-3751-KR,EVGA,EVGA GTX 750 Ti 2GB,202,18.2,293396,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,02G-P4-3757-KR,EVGA,EVGA GTX 750 Ti 2GB FTW,202,18.2,293396,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,GV-N75TOC2-2GI,Gigabyte,Gigabyte GTX 750 Ti 2GB OC 2,202,18.2,293396,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,GV-N75TOC-1GI,Gigabyte,Gigabyte GTX 750 Ti 2GB,202,18.2,293396,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,,Nvidia,GTX 650 Ti Boost,203,18.1,15557,https://gpu.userbenchmark.com/Nvidia-GTX-650-Ti-Boost/Rating/2190
GPU,,Nvidia,GTX 560 Ti (448 Core LE),204,18,2151,https://gpu.userbenchmark.com/SpeedTest/8215/NVIDIA-GeForce-GTX-560-Ti
GPU,,Nvidia,GTX 960M,205,17.7,68656,https://gpu.userbenchmark.com/SpeedTest/27242/NVIDIA-GeForce-GTX-960M
GPU,,AMD,R7 360,206,17.5,22942,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,R7 360 2GD5 OC,MSI,MSI R7 360 2G OC,206,17.5,22942,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,11243-00-20G,Sapphire,Sapphire R7 360 2GB OC,206,17.5,22942,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,11243-05-20G,Sapphire,Sapphire R7 360 2GB NITRO,206,17.5,22942,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,GV-R736OC-2GD,Gigabyte,Gigabyte R7 360 2GB,206,17.5,22942,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,GV-R736OC-2GD REV2.0,Gigabyte,Gigabyte R7 360 2GB V2,206,17.5,22942,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,R7-360P-2SF5,XFX,XFX R7 360 2GB 360P,206,17.5,22942,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,R7360-OC-2GD5-V2,Asus,Asus R7 360 2GB OC V2,206,17.5,22942,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,,AMD,RX Vega 8 5000 (iGPU),207,17.4,106171,https://gpu.userbenchmark.com/SpeedTest/1415260/AMD-RadeonTM-Graphics
GPU,,Nvidia,Quadro K2200,208,17.3,15507,https://gpu.userbenchmark.com/Nvidia-Quadro-K2200/Rating/2839
GPU,,Nvidia,GTX 770M,209,17.2,6278,https://gpu.userbenchmark.com/SpeedTest/7724/NVIDIA-GeForce-GTX-770M
GPU,,Nvidia,GTX 560 Ti,210,17.1,41708,https://gpu.userbenchmark.com/Nvidia-GTX-560-Ti/Rating/2180
GPU,,AMD,Radeon HD 8950,211,16.7,602,https://gpu.userbenchmark.com/SpeedTest/8897/AMD-Radeon-HD-8950
GPU,,AMD,HD 5970 (Crossfire Disabled),212,16.6,1619,https://gpu.userbenchmark.com/SpeedTest/7906/AMD-Radeon-HD-5900
GPU,,AMD,FirePro M6100 (FireGL V),213,16.5,239,https://gpu.userbenchmark.com/SpeedTest/10287/AMD-FirePro-M6100-FireGL-V
GPU,,Nvidia,Quadro K5000M,214,16.4,345,https://gpu.userbenchmark.com/SpeedTest/11324/NVIDIA-Quadro-K5000M
GPU,,Intel,Iris Xe DG1,215,16.3,94,https://gpu.userbenchmark.com/SpeedTest/1499887/IntelR-IrisR-Xe-Graphics
GPU,,Nvidia,GTX 860M,216,16.3,19551,https://gpu.userbenchmark.com/SpeedTest/8647/NVIDIA-GeForce-GTX-860M
GPU,,Intel,Iris Xe,217,16.2,132339,https://gpu.userbenchmark.com/SpeedTest/1268515/IntelR-IrisR-Xe-Graphics
GPU,,AMD,RX Vega 11 (Ryzen iGPU),218,16.1,47970,https://gpu.userbenchmark.com/SpeedTest/401440/AMD-RadeonTM-RX-Vega-11-Graphics
GPU,,Nvidia,GTX 675MX,219,16,567,https://gpu.userbenchmark.com/SpeedTest/10174/NVIDIA-GeForce-GTX-675MX
GPU,,Nvidia,GTX 650-Ti,220,15.5,26520,https://gpu.userbenchmark.com/Nvidia-GTX-650-Ti/Rating/2189
GPU,,Nvidia,GeForce GTX 470,221,15.5,5279,https://gpu.userbenchmark.com/SpeedTest/7820/NVIDIA-GeForce-GTX-470
GPU,,AMD,HD 5850,222,15.4,14623,https://gpu.userbenchmark.com/SpeedTest/7680/AMD-Radeon-HD-5800
GPU,,Nvidia,GTX 850M,223,15.2,13563,https://gpu.userbenchmark.com/SpeedTest/9138/NVIDIA-GeForce-GTX-850M
GPU,,Nvidia,GTX 750,224,15.2,73531,https://gpu.userbenchmark.com/Nvidia-GTX-750/Rating/3162
GPU,01G-P4-2751-KR,EVGA,EVGA GTX 750 1GB Dual-Link,224,15.2,73531,https://gpu.userbenchmark.com/Nvidia-GTX-750/Rating/3162
GPU,01G-P4-2753-KR,EVGA,EVGA GTX 750 1GB Dual-Link SC,224,15.2,73531,https://gpu.userbenchmark.com/Nvidia-GTX-750/Rating/3162
GPU,,AMD,HD 6870,225,15.1,26218,https://gpu.userbenchmark.com/SpeedTest/7744/AMD-Radeon-HD-6800
GPU,,Nvidia,GTX 950M,226,14.9,38138,https://gpu.userbenchmark.com/SpeedTest/27713/NVIDIA-GeForce-GTX-950M
